,all_q05,all_q50,all_q95,aer_q05,aer_q50,aer_q95,all2000aer_q05,all2000aer_q50,all2000aer_q95,aer2000aer_q05,aer2000aer_q50,aer2000aer_q95
1750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,0.019569989971031838,0.03493587229238932,0.052672423035378495,0.0008073729745132416,0.0024171991899354997,0.005083300165180993,0.019569989971031838,0.03493587229238932,0.052672423035378495,0.0008073729745132416,0.0024171991899354997,0.005083300165180993
1752,0.037461326678734634,0.05483669042877815,0.0764654569364413,0.0019795129556034463,0.005199850310842913,0.009919944931887886,0.037461326678734634,0.05483669042877815,0.0764654569364413,0.0019795129556034463,0.005199850310842913,0.009919944931887886
1753,0.04344044444765528,0.06317650834184027,0.0856059263686731,0.0028229667784710963,0.007479864325260904,0.013971832802065334,0.04344044444765528,0.06317650834184027,0.0856059263686731,0.0028229667784710963,0.007479864325260904,0.013971832802065334
1754,0.04260763987077529,0.06355958169905698,0.08697710725121652,0.00306313275585654,0.008307101588931817,0.015598795820000108,0.04260763987077529,0.06355958169905698,0.08697710725121652,0.00306313275585654,0.008307101588931817,0.015598795820000108
1755,0.010070419944946854,0.02983568906326592,0.053399652877295006,0.0024378047626438942,0.007205968713002359,0.014098596631818443,0.010070419944946854,0.02983568906326592,0.053399652877295006,0.0024378047626438942,0.007205968713002359,0.014098596631818443
1756,0.003992848618515776,0.01733417828503442,0.03392104206147254,0.002484581323787073,0.00746998711960601,0.014748529554034676,0.003992848618515776,0.01733417828503442,0.03392104206147254,0.002484581323787073,0.00746998711960601,0.014748529554034676
1757,0.011132871464519037,0.023983187658513844,0.03924473574448739,0.003055386151356053,0.008641324554758568,0.01660786653049838,0.011132871464519037,0.023983187658513844,0.03924473574448739,0.003055386151356053,0.008641324554758568,0.01660786653049838
1758,0.019559173409646004,0.03260410208357084,0.04966338279130067,0.0017397408393632526,0.006605871977200074,0.014260677602987534,0.019559173409646004,0.03260410208357084,0.04966338279130067,0.0017397408393632526,0.006605871977200074,0.014260677602987534
1759,0.03145847517003912,0.046410183244042044,0.06544747534215282,0.0016968268840216044,0.006505005769893116,0.014048494606739945,0.03145847517003912,0.046410183244042044,0.06544747534215282,0.0016968268840216044,0.006505005769893116,0.014048494606739945
1760,0.04343536864777297,0.061812761245246595,0.08302037206680855,0.0015327732628548363,0.006339827344313584,0.014021706890602698,0.04343536864777297,0.061812761245246595,0.08302037206680855,0.0015327732628548363,0.006339827344313584,0.014021706890602698
1761,0.05256345015456465,0.0738128339047045,0.0990852041029314,0.0006888923877224826,0.005190077952322472,0.012530377380323449,0.05256345015456465,0.0738128339047045,0.0990852041029314,0.0006888923877224826,0.005190077952322472,0.012530377380323449
1762,0.05742565862444639,0.08134060004071786,0.10905445775173439,0.00020785470525623573,0.004925840611324922,0.012304664424680437,0.05742565862444639,0.08134060004071786,0.10905445775173439,0.00020785470525623573,0.004925840611324922,0.012304664424680437
1763,-0.04308379805162793,-0.005044262649974332,0.03403112160012691,0.0010290322752652611,0.005721191210850761,0.013426555581799976,-0.04308379805162793,-0.005044262649974332,0.03403112160012691,0.0010290322752652611,0.005721191210850761,0.013426555581799976
1764,-0.06342621170856577,-0.03247307541199465,-0.0037443614277445705,0.0014386751312903678,0.006150827398533218,0.014120039703118707,-0.06342621170856577,-0.03247307541199465,-0.0037443614277445705,0.0014386751312903678,0.006150827398533218,0.014120039703118707
